SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 18 14:43:25 CDT 2011
User: Helimak
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G37154
Integration Time (usec): 200000 (USB2G37154)
Spectra Averaged: 1 (USB2G37154)
Boxcar Smoothing: 0 (USB2G37154)
Correct for Electrical Dark: No (USB2G37154)
Strobe/Lamp Enabled: No (USB2G37154)
Correct for Detector Non-linearity: No (USB2G37154)
Correct for Stray Light: No (USB2G37154)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
769.00	219.61
770.00	212.16
771.00	213.02
772.00	243.06
773.00	572.46
774.00	347.49
775.00	264.94
776.00	218.16
777.00	246.15
778.00	476.11
779.00	313.92
780.00	247.54
781.00	224.20
782.00	212.62
783.00	207.74
784.00	210.36
785.00	204.94
786.00	220.06
787.00	219.57
788.00	221.58
789.00	229.92
790.00	230.94
791.00	224.83
792.00	225.44
793.00	221.13
794.00	226.40
795.00	472.51
796.00	484.58
797.00	300.37
798.00	247.94
799.00	217.73
800.00	216.57
801.00	439.12
802.00	772.60
803.00	470.14
804.00	302.02
805.00	241.89
806.00	224.51
807.00	217.95
808.00	218.25
809.00	223.28
810.00	243.72
811.00	691.91
812.00	3609.90
813.00	2196.82
814.00	857.19
815.00	437.49
816.00	235.92
817.00	220.72
818.00	212.34
819.00	214.98
820.00	212.49
821.00	206.02
822.00	212.04
823.00	213.78
824.00	207.00
825.00	215.16
826.00	213.19
827.00	377.89
828.00	301.98
829.00	242.13
830.00	220.11
831.00	208.46
832.00	208.88
833.00	213.15
834.00	210.50
835.00	211.34
836.00	213.51
837.00	209.06
838.00	211.16
839.00	212.90
840.00	215.66
841.00	327.93
842.00	415.05
843.00	743.70
844.00	479.51
845.00	326.18
846.00	267.26
847.00	225.30
848.00	211.40
849.00	206.10
850.00	212.09
851.00	208.21
852.00	222.79
853.00	334.36
854.00	243.92
855.00	223.71
856.00	224.39
857.00	205.19
858.00	208.40
859.00	203.27
860.00	207.38
861.00	216.94
862.00	207.31
863.00	208.44
864.00	211.81
865.00	206.17
866.00	211.97
867.00	215.04
868.00	228.02
869.00	214.23
870.00	208.35
871.00	202.54
872.00	207.84
873.00	205.43
874.00	206.14
875.00	208.67
